"","outcome","exposure","method","nsnp","b","se","pval","Q","Q_df","Q_pval","egger_intercept","egger_intercept_se","egger_intercept_pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sd","sex","population"
"857","Adiponectin","LDL cholesterol","MR Egger",52,-0.0598325107860558,0.0357743911722797,0.100673606140644,44.3759658472288,50,0.697637362115473,-0.00214998028440074,0.00222072509554695,0.337632684351808,22479202,2012,"Dastani Z","ADIPOGen","Protein",NA,NA,39883,"ln(mg/dL)",0.57,"Males and females","Mixed"
"858","Adiponectin","LDL cholesterol","Weighted median",52,-0.0371597248178834,0.0327067291420555,0.255894118404056,NA,NA,NA,NA,NA,NA,22479202,2012,"Dastani Z","ADIPOGen","Protein",NA,NA,39883,"ln(mg/dL)",0.57,"Males and females","Mixed"
"859","2-choice reaction time","LDL cholesterol","Inverse variance weighted",51,0.10163129955784,0.0763265841578477,0.183013978526937,52.9059312189292,50,0.362583832722363,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2602,"SD (milliseconds)",81.45,"Males and females","European"
"860","2-choice reaction time","LDL cholesterol","MR Egger",51,-0.127432932289108,0.117185590850333,0.282160261526035,47.691824997478,49,0.526224109195079,-0.0188672012451337,0.00752056299959244,0.0154738417961324,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2602,"SD (milliseconds)",81.45,"Males and females","European"
"861","2-choice reaction time","LDL cholesterol","Weighted median",51,0.023885614408783,0.124543425654201,0.847910284497056,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2602,"SD (milliseconds)",81.45,"Males and females","European"
"862","4-choice reaction time","LDL cholesterol","Inverse variance weighted",51,0.0201164478032533,0.075396466982387,0.789616307676115,50.8593160368706,50,0.439562199733457,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2829,"SD (milliseconds)",105.07,"Males and females","European"
"863","4-choice reaction time","LDL cholesterol","MR Egger",51,0.0471419982557518,0.121694451030708,0.70015245949627,51.8116270430735,49,0.364726531897562,0.00218995618609031,0.00769533145700057,0.777163346388662,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2829,"SD (milliseconds)",105.07,"Males and females","European"
"864","4-choice reaction time","LDL cholesterol","Weighted median",51,-0.0500529807894963,0.120074861306551,0.676789499187445,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2829,"SD (milliseconds)",105.07,"Males and females","European"
"865","8-choice reaction time","LDL cholesterol","Inverse variance weighted",51,0.242915298609481,0.130658723146036,0.0630046504442525,70.9834960211062,50,0.0270907772577079,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,1382,"SD (milliseconds)",100.47,"Males and females","European"
"866","8-choice reaction time","LDL cholesterol","MR Egger",51,0.0652939548814654,0.208867398562947,0.755903868679163,70.7213866654439,49,0.0227705153749542,-0.0143940100927968,0.0132210394678776,0.281603225407721,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,1382,"SD (milliseconds)",100.47,"Males and females","European"
"867","8-choice reaction time","LDL cholesterol","Weighted median",51,0,0.187895118574126,1,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,1382,"SD (milliseconds)",100.47,"Males and females","European"
"868","Alzheimer's disease","LDL cholesterol","Inverse variance weighted",47,0.643253943341725,0.289180269995908,0.0261212298757063,1778.43123606869,46,0,NA,NA,NA,24162737,2013,"Lambert","IGAP","Psychiatric / neurological",17008,37154,54162,"log odds",NA,"Males and females","European"
"869","Alzheimer's disease","LDL cholesterol","MR Egger",47,1.42749926010404,0.455534058218069,0.00303530921265894,1645.1863080001,45,1.15667538861112e-315,0.0608904576253864,0.0280105644214734,0.0350173561827619,24162737,2013,"Lambert","IGAP","Psychiatric / neurological",17008,37154,54162,"log odds",NA,"Males and females","European"
"870","Alzheimer's disease","LDL cholesterol","Weighted median",47,-0.0401056884041196,0.0695952577078539,0.564432413180248,NA,NA,NA,NA,NA,NA,24162737,2013,"Lambert","IGAP","Psychiatric / neurological",17008,37154,54162,"log odds",NA,"Males and females","European"
"871","Amygdala volume","LDL cholesterol","Inverse variance weighted",47,3.83343562597978,7.48370606624473,0.608484731810263,59.3408975307567,46,0.0895643026868968,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"872","Amygdala volume","LDL cholesterol","MR Egger",47,18.4977341460542,11.820485193227,0.124615175030051,57.448836267031,45,0.100890617027139,1.19259632866399,0.752011924349941,0.11977085068961,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"873","Amygdala volume","LDL cholesterol","Weighted median",47,-5.67339138665448,10.2762784715826,0.580889305930804,NA,NA,NA,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"874","Amyotrophic lateral sclerosis","LDL cholesterol","Inverse variance weighted",50,-0.0714414800652614,0.0531764038555539,0.179116323936587,60.4488537622367,49,0.126476667906868,NA,NA,NA,27455348,2016,"van Rheenen","Project MinE","Psychiatric / neurological",12577,23475,36052,"log odds",NA,"Males and females","European"
"875","Amyotrophic lateral sclerosis","LDL cholesterol","MR Egger",50,-0.180102253931475,0.0836920514238459,0.0364590874703159,58.3505578740206,48,0.145540867750104,-0.0089518020492029,0.0053863533410723,0.103042728640411,27455348,2016,"van Rheenen","Project MinE","Psychiatric / neurological",12577,23475,36052,"log odds",NA,"Males and females","European"
"876","Amyotrophic lateral sclerosis","LDL cholesterol","Weighted median",50,-0.139053507020989,0.0723510342519376,0.0546147685410718,NA,NA,NA,NA,NA,NA,27455348,2016,"van Rheenen","Project MinE","Psychiatric / neurological",12577,23475,36052,"log odds",NA,"Males and females","European"
"877","Anorexia nervosa","LDL cholesterol","Inverse variance weighted",40,-0.17178558491065,0.103475858779955,0.0968840122371903,49.783768621972,39,0.115512484176635,NA,NA,NA,24514567,2014,"Boraska V","GCAN","Psychiatric / neurological",2907,14860,17767,"log odds",NA,"Males and females","European"
"878","Anorexia nervosa","LDL cholesterol","MR Egger",40,-0.332816390506998,0.171549529982688,0.0598203845379985,49.3065078604921,38,0.103528300272224,-0.012849025990144,0.0109477411962806,0.247831455624799,24514567,2014,"Boraska V","GCAN","Psychiatric / neurological",2907,14860,17767,"log odds",NA,"Males and females","European"
"879","Anorexia nervosa","LDL cholesterol","Weighted median",40,-0.169029107174359,0.141285034460897,0.23155239497214,NA,NA,NA,NA,NA,NA,24514567,2014,"Boraska V","GCAN","Psychiatric / neurological",2907,14860,17767,"log odds",NA,"Males and females","European"
"880","Autism","LDL cholesterol","Inverse variance weighted",52,0.061071593459349,0.0772931553969369,0.42945220945799,54.5037647083788,51,0.34274386073758,NA,NA,NA,NA,2015,NA,"PGC","Psychiatric / neurological",4949,5314,10263,"log odds",NA,"Males and females","European"
"881","Autism","LDL cholesterol","MR Egger",52,0.0490183225253011,0.125748684886477,0.698331286614979,55.5772275754252,50,0.272798316878662,-0.000981490990858101,0.00802847779058296,0.903190128410648,NA,2015,NA,"PGC","Psychiatric / neurological",4949,5314,10263,"log odds",NA,"Males and females","European"
"882","Autism","LDL cholesterol","Weighted median",52,0.0963484260077177,0.111063891612678,0.385665646024607,NA,NA,NA,NA,NA,NA,NA,2015,NA,"PGC","Psychiatric / neurological",4949,5314,10263,"log odds",NA,"Males and females","European"
"883","Bipolar disorder","LDL cholesterol","Inverse variance weighted",51,-0.00783123524975462,0.0780840192560821,0.920112175164111,69.9473297599203,50,0.0326809790133583,NA,NA,NA,21926972,2011,"Sklar P","PGC","Psychiatric / neurological",7481,9250,16731,"log odds",NA,"Males and females","European"
"884","Bipolar disorder","LDL cholesterol","MR Egger",51,0.0352099540801423,0.126844353509601,0.782499603408126,71.1030617950225,49,0.0211865871147139,0.00349657093667148,0.00807964165487224,0.667085758632994,21926972,2011,"Sklar P","PGC","Psychiatric / neurological",7481,9250,16731,"log odds",NA,"Males and females","European"
"885","Bipolar disorder","LDL cholesterol","Weighted median",51,-0.0646367691432678,0.116882109837832,0.580257771943172,NA,NA,NA,NA,NA,NA,21926972,2011,"Sklar P","PGC","Psychiatric / neurological",7481,9250,16731,"log odds",NA,"Males and females","European"
"886","Bulimia nervosa","LDL cholesterol","Inverse variance weighted",52,0.0170755551219727,0.0228952984646782,0.455781866484064,62.5364309004738,51,0.129049383294013,NA,NA,NA,23568457,2013,"Wade TD",NA,"Psychiatric / neurological",151,2291,2442,"log odds",NA,"Females","European"
"887","Bulimia nervosa","LDL cholesterol","MR Egger",52,0.0251245389810512,0.0380143504613444,0.511695975281639,63.6965803991253,50,0.0922954424339459,0.000628148991639024,0.0023557091918326,0.790835591596685,23568457,2013,"Wade TD",NA,"Psychiatric / neurological",151,2291,2442,"log odds",NA,"Females","European"
"888","Bulimia nervosa","LDL cholesterol","Weighted median",52,0.020240946069571,0.0309568954575202,0.51321302923518,NA,NA,NA,NA,NA,NA,23568457,2013,"Wade TD",NA,"Psychiatric / neurological",151,2291,2442,"log odds",NA,"Females","European"
"889","Caudate volume","LDL cholesterol","Inverse variance weighted",47,6.55378937395273,14.6841060510533,0.655367136279888,53.2205225104705,46,0.216118197079933,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"890","Caudate volume","LDL cholesterol","MR Egger",47,20.1030439665235,23.6824586633925,0.400453508911708,53.7638044538559,45,0.173839810264955,1.10381515327463,1.50886373368373,0.468233557703348,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"891","Caudate volume","LDL cholesterol","Weighted median",47,1.4093562992091,21.4615494849798,0.947641434924639,NA,NA,NA,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"892","Depressive symptoms","LDL cholesterol","Inverse variance weighted",50,0.013332060696403,0.0129456432937123,0.303080789615634,78.9419390683308,49,0.00428776586741978,NA,NA,NA,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,161460,"SD",NA,"Males and females","European"
"893","Depressive symptoms","LDL cholesterol","MR Egger",50,-0.000406589341313053,0.0215026925087104,0.984992270221713,79.5213067161172,48,0.00284663714136772,-0.00104547791920444,0.001303794031793,0.426578243727695,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,161460,"SD",NA,"Males and females","European"
"894","Depressive symptoms","LDL cholesterol","Weighted median",50,0,0.0160442148284266,1,NA,NA,NA,NA,NA,NA,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,161460,"SD",NA,"Males and females","European"
"895","Digit symbol","LDL cholesterol","Inverse variance weighted",51,0.042337645821807,0.0862847855134992,0.623657489658764,70.838178949671,50,0.0278200319975574,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2956,"SD (number correct in 90/120 seconds)",11.86,"Males and females","European"
"896","Digit symbol","LDL cholesterol","MR Egger",51,0.0588887252275457,0.141531162156943,0.679166006984257,72.2513794862957,49,0.0169983340236884,0.00130360133102912,0.00878384473333972,0.882629095417533,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2956,"SD (number correct in 90/120 seconds)",11.86,"Males and females","European"
"897","Digit symbol","LDL cholesterol","Weighted median",51,0.00869184055133936,0.132766010556066,0.947801891457923,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2956,"SD (number correct in 90/120 seconds)",11.86,"Males and females","European"
"898","G speed factor","LDL cholesterol","Inverse variance weighted",51,0.156329867070878,0.0799440270058408,0.0505250830265191,49.4016972770062,50,0.497316945942301,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2430,"SD",1,"Males and females","European"
"899","G speed factor","LDL cholesterol","MR Egger",51,0.17316581842736,0.128579802780621,0.184254656410042,50.3807953140115,49,0.418612363023946,0.00136492165086572,0.00811328427495088,0.867092515142085,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2430,"SD",1,"Males and females","European"
"900","G speed factor","LDL cholesterol","Weighted median",51,0.285568678117764,0.119671893986985,0.0170205487587287,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2430,"SD",1,"Males and females","European"
"901","Hippocampus volume","LDL cholesterol","Inverse variance weighted",47,26.0211168685708,13.6139480562893,0.0559587001955922,49.3754086276283,46,0.339870661596369,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"902","Hippocampus volume","LDL cholesterol","MR Egger",47,22.805701839975,22.1100299752153,0.307835271813438,50.4339561240218,45,0.267332565991183,-0.261034775176777,1.4050411007629,0.853448733333019,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"903","Hippocampus volume","LDL cholesterol","Weighted median",47,13.532860387222,21.3338473732917,0.525860558491848,NA,NA,NA,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"904","Inspection time","LDL cholesterol","Inverse variance weighted",51,-0.168050323380981,0.0783622614518418,0.0319903392912026,54.8327495088503,50,0.296415543356583,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2645,"SD (milliseconds)",48.34,"Males and females","European"
"905","Inspection time","LDL cholesterol","MR Egger",51,-0.268688818368072,0.125385277384852,0.0371131591917455,54.7710111661834,49,0.264903290472615,-0.00816514604418446,0.00794434135873361,0.309093789293027,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2645,"SD (milliseconds)",48.34,"Males and females","European"
"906","Inspection time","LDL cholesterol","Weighted median",51,-0.151036693702317,0.100194395935332,0.131698798218367,NA,NA,NA,NA,NA,NA,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2645,"SD (milliseconds)",48.34,"Males and females","European"
"907","Internalizing problems","LDL cholesterol","Inverse variance weighted",47,0.0582566581013006,0.0680645518903776,0.392051403377569,49.2742942579619,46,0.343560838116135,NA,NA,NA,24839885,2014,"Benke","EAGLE","Psychiatric / neurological",NA,NA,4596,NA,NA,"Males and females","European"
"908","Internalizing problems","LDL cholesterol","MR Egger",47,0.0999300875644671,0.111811940602333,0.376219565259939,50.1209570078427,45,0.277499488129807,0.00326210327014772,0.0069086613692365,0.639083068708129,24839885,2014,"Benke","EAGLE","Psychiatric / neurological",NA,NA,4596,NA,NA,"Males and females","European"
"909","Internalizing problems","LDL cholesterol","Weighted median",47,-0.00900361403529474,0.103050142453475,0.930376465290201,NA,NA,NA,NA,NA,NA,24839885,2014,"Benke","EAGLE","Psychiatric / neurological",NA,NA,4596,NA,NA,"Males and females","European"
"910","Intracranial volume","LDL cholesterol","Inverse variance weighted",47,7919.9207527264,6272.81980555407,0.206741080804809,64.0650421631188,46,0.0401477127549314,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"911","Intracranial volume","LDL cholesterol","MR Egger",47,-8858.32155756993,9606.31012179085,0.361375605914003,58.9180235302013,45,0.0797048206681757,-1378.85966789036,615.506341488727,0.0300613724085205,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"912","Intracranial volume","LDL cholesterol","Weighted median",47,-1521.83552365584,8169.76828761953,0.852227965805592,NA,NA,NA,NA,NA,NA,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3",NA,"Males and females","European"
"913","Major depressive disorder","LDL cholesterol","Inverse variance weighted",42,0.0264281274911017,0.0667981036174234,0.692369234852924,30.5380863789031,41,0.88416094733012,NA,NA,NA,22472876,2013,"Sullivan","PGC","Psychiatric / neurological",9240,9519,18759,"log odds",NA,"Males and females","European"
"914","Major depressive disorder","LDL cholesterol","MR Egger",42,0.0585405470984371,0.114305316888883,0.611367968520828,31.18168251863,40,0.839722403941204,0.00244913199676104,0.00707428034802321,0.731005180850936,22472876,2013,"Sullivan","PGC","Psychiatric / neurological",9240,9519,18759,"log odds",NA,"Males and females","European"
"915","Major depressive disorder","LDL cholesterol","Weighted median",42,0.14290143026815,0.103853590004338,0.168824941059119,NA,NA,NA,NA,NA,NA,22472876,2013,"Sullivan","PGC","Psychiatric / neurological",9240,9519,18759,"log odds",NA,"Males and females","European"
"916","Migraine in bipolar disorder","LDL cholesterol","Inverse variance weighted",25,0.080375594408731,0.369992615157717,0.828024686118083,22.0399261730607,24,0.576883622752528,NA,NA,NA,25451450,2015,"Jacobsen KK",NA,"Psychiatric / neurological",460,924,1374,"log odds",NA,"Males and females","European"
